sample_id,image_path,original_filename,batch,note,ocr_initial,corrected_text,status,labels,annotator_name,reviewer_note
508,508.webp,508.png,三期,三期：圈点,"見桓司馬自爲石椁○三年而不成○夫子曰○若◎是◎
其◎靡◎也◎○死◎不◎如◎速◎朽◎之◎愈◎也◎○死◎之◎欲◎速◎朽◎○爲◎桓◎
司◎馬◎言◎之◎也◎○南宫敬叔○反○◎必◎載◎寶◎而◎朝◎○夫子曰○
若◎是◎其◎貨◎也○◎喪◎不◎如◎速◎貧◎之◎愈◎也◎○喪◎之◎欲◎速◎貧◎○
爲◎敬◎叔◎言◎之◎也◎○曾子以子游之言吿於有子○有
子曰○然◎○吾◎固◎曰◎非◎夫◎子◎之◎言◎也◎○會子曰○子何以
知之○有子曰○夫子制於中都○四寸之棺○五寸之
椁○以◎斯◎知◎不◎欲◎速◎朽◎也昔者夫子失魯司宼○將
之荆○又葢◎先◎之◎以◎子◎夏◎○又◎申◎之◎以◎冉◎有◎○以◎斯◎知◎不◎
欲◎速◎貧◎也◎○
陳莊子死○赴於魯○魯人欲勿哭○繆公召縣子而
問焉○縣子曰○古之大夫○束◎脩◎之◎問◎不◎出◎竟◎○雖◎欲◎
哭◎之◎○安◎得◎而◎哭◎之◎○今之大夫○交◎政◎於◎中◎國◎○雖◎欲◎
勿◎哭◎○焉◎得◎而◎弗◎哭◎○且臣聞之○哭◎有◎二◎道◎○有◎愛◎而◎
哭◎之◎○有◎畏◎而◎哭◎之◎○公曰○然○然則如之何而可○縣
子曰○請哭諸異姓之廟○於◎是◎與◎哭◎諸◎縣◎氏◎○","見桓司馬自爲石椁○三年而不成○夫子曰○若◎是◎
其◎靡◎也◎○死◎不◎如◎速◎朽◎之◎愈◎也◎○死◎之◎欲◎速◎朽◎○爲◎桓◎
司◎馬◎言◎之◎也◎○南宫敬叔○反○◎必◎載◎寶◎而◎朝◎○夫子曰○
若◎是◎其◎貨◎也○◎喪◎不◎如◎速◎貧◎之◎愈◎也◎○喪◎之◎欲◎速◎貧◎○
爲◎敬◎叔◎言◎之◎也◎○曾子以子游之言吿於有子○有
子曰○然◎○吾◎固◎曰◎非◎夫◎子◎之◎言◎也◎○會子曰○子何以
知之○有子曰○夫子制於中都○四寸之棺○五寸之
椁○以◎斯◎知◎不◎欲◎速◎朽◎也昔者夫子失魯司宼○將
之荆○又葢◎先◎之◎以◎子◎夏◎○又◎申◎之◎以◎冉◎有◎○以◎斯◎知◎不◎
欲◎速◎貧◎也◎○
陳莊子死○赴於魯○魯人欲勿哭○繆公召縣子而
問焉○縣子曰○古之大夫○束◎脩◎之◎問◎不◎出◎竟◎○雖◎欲◎
哭◎之◎○安◎得◎而◎哭◎之◎○今之大夫○交◎政◎於◎中◎國◎○雖◎欲◎
勿◎哭◎○焉◎得◎而◎弗◎哭◎○且臣聞之○哭◎有◎二◎道◎○有◎愛◎而◎
哭◎之◎○有◎畏◎而◎哭◎之◎○公曰○然○然則如之何而可○縣
子曰○請哭諸異姓之廟○於◎是◎與◎哭◎諸◎縣◎氏◎○",待标注,"{""行款"":""半页6行，行39字"",""阅读痕迹"":[""圈点""]}",,
509,509.webp,509.png,三期,三期：圈点,"凡看文○須看○其○何○處○是○發○所○以○然○何處○是○敷○當○然○何一○層○是○題○前○
何一○層○是○題○後○何一層○是○題○中○與○題○外○做文時○亦○一○一○如○此○想○則
次第井然○篇法不亂矣○
讀文是取其法脈○看其格局至機調話頭○待○讀○得○爛○熟○後○不假○思○
索○自來○湊○我○筆○端○方妙○若有意謂某句好○吾爲文必效之○勢必屈
我之筆性○以屑屑求合於彼○其不牽强者幾希矣○
近世庸師敎人○學徒課文時○往往曰所讀某篇○可以規倣○噫嘻、何
其所見之鄙也○夫爲文乃自出主見○自立規格○卽有時與所讀某
篇相符○亦是渾○忘○浹○洽○後○無○心○暗○合○並○非○有○意○套○他○今顧命徒如

此○則安得有好文字做出乎○
俗子今日讀文○明日便要有用○吾未見收效如此之速者○求效速
則得其糟粕而巳○而文之精微處○固未會得也○
讀文○貴○玩○味○其○精○微○今日不得其解○明日又讀之○明日不得其解○
後日又讀之○或累積數日仍不得其解○則姑停三月五月之後○俟
識見增進○心思開悟○再取讀之○如此耐○心○做去○不求速效○久之○發○
溢○出○來○有忘乎文○之○爲○我○而○我○之爲○文○者○雖己○亦○不○自○知○其○何○以○
得○力○也○
初學作文○寕有稚句○切不可俗○如從事修途○以身入世○其果可信","凡看文○須看○其○何○處○是○發○所○以○然○何處○是○敷○當○然○何一○層○是○題○前○
何一○層○是○題○後○何一層○是○題○中○與○題○外○做文時○亦○一○一○如○此○想○則
次第井然○篇法不亂矣○
讀文是取其法脈○看其格局至機調話頭○待○讀○得○爛○熟○後○不假○思○
索○自來○湊○我○筆○端○方妙○若有意謂某句好○吾爲文必效之○勢必屈
我之筆性○以屑屑求合於彼○其不牽强者幾希矣○
近世庸師敎人○學徒課文時○往往曰所讀某篇○可以規倣○噫嘻、何
其所見之鄙也○夫爲文乃自出主見○自立規格○卽有時與所讀某
篇相符○亦是渾○忘○浹○洽○後○無○心○暗○合○並○非○有○意○套○他○今顧命徒如

此○則安得有好文字做出乎○
俗子今日讀文○明日便要有用○吾未見收效如此之速者○求效速
則得其糟粕而巳○而文之精微處○固未會得也○
讀文○貴○玩○味○其○精○微○今日不得其解○明日又讀之○明日不得其解○
後日又讀之○或累積數日仍不得其解○則姑停三月五月之後○俟
識見增進○心思開悟○再取讀之○如此耐○心○做去○不求速效○久之○發○
溢○出○來○有忘乎文○之○爲○我○而○我○之爲○文○者○雖己○亦○不○自○知○其○何○以○
得○力○也○
初學作文○寕有稚句○切不可俗○如從事修途○以身入世○其果可信",待标注,"{""行款"":""半页6行，行45字"",""阅读痕迹"":[""圈点""]}",,
510,510.webp,510.png,三期,三期：圈点,"作文發○意○爲○上○敷○題○爲○下○發意、卽因○之○先○生○所謂○抉○其○所○以○然○也○
敷題、卽因○之○先○生○所謂○贅○其○所○當○然○也○夫敷題且爲下矣○况俗子
所謂敷題○又毫無實義○只是依樣胡盧○多用幾替身字耳○豈非下
中之下乎○
作文最○要○怡○扣○本○位○如二句題○確是○二○句○題○文○字○不可○通○融○於○一○
句○全章題○確是○全○章○題○文○字○不○可○通○融○於○一○二○節○試舉論之○如見
義不爲無勇也題○起手不從勇字倒入○前半○便○止○是○上○一○句○題○文○
湯之盤銘全章題○三股中不卽插極字作眼○前半○便○止○是○上○三○節○
題○文○是○也○每恨俗子蒙蒙於此○遂致題之本位不淸○

作文不可無法○然不可拘於死法○蓋題有萬變○增一○字○卽移○其○形○
減○一○字○卽○易○其○位○須因○時○處○中○總以○恰○扣○題○界○認○眞○題○竅○而○止○
因○題○作○文○是最妙訣○如上論中一簞食○一瓢飮、在陋巷人、不堪其
憂、回也不改其樂○是贊○顔○子○安○貧○若下孟中○居於陋巷、至顔子不
攺其樂○是說○顔○子○退○處○作文○須○寫○出○他○獨○善○光○景○若如○上○論○贊○他○
安○貧○便○失○竅○要○也○又如柳下惠不羞汙君、不卑小官、進不隱賢、必
以其道、遺佚而不怨、阨窮而不憫、在上孟中○是描○寫○他○不○恭○在下
孟中○是描○寫○他○和○若彼此互易、作文○不得其旨矣○舉此三端○他可
類推○","作文發○意○爲○上○敷○題○爲○下○發意、卽因○之○先○生○所謂○抉○其○所○以○然○也○
敷題、卽因○之○先○生○所謂○贅○其○所○當○然○也○夫敷題且爲下矣○况俗子
所謂敷題○又毫無實義○只是依樣胡盧○多用幾替身字耳○豈非下
中之下乎○
作文最○要○怡○扣○本○位○如二句題○確是○二○句○題○文○字○不可○通○融○於○一○
句○全章題○確是○全○章○題○文○字○不○可○通○融○於○一○二○節○試舉論之○如見
義不爲無勇也題○起手不從勇字倒入○前半○便○止○是○上○一○句○題○文○
湯之盤銘全章題○三股中不卽插極字作眼○前半○便○止○是○上○三○節○
題○文○是○也○每恨俗子蒙蒙於此○遂致題之本位不淸○

作文不可無法○然不可拘於死法○蓋題有萬變○增一○字○卽移○其○形○
減○一○字○卽○易○其○位○須因○時○處○中○總以○恰○扣○題○界○認○眞○題○竅○而○止○
因○題○作○文○是最妙訣○如上論中一簞食○一瓢飮、在陋巷人、不堪其
憂、回也不改其樂○是贊○顔○子○安○貧○若下孟中○居於陋巷、至顔子不
攺其樂○是說○顔○子○退○處○作文○須○寫○出○他○獨○善○光○景○若如○上○論○贊○他○
安○貧○便○失○竅○要○也○又如柳下惠不羞汙君、不卑小官、進不隱賢、必
以其道、遺佚而不怨、阨窮而不憫、在上孟中○是描○寫○他○不○恭○在下
孟中○是描○寫○他○和○若彼此互易、作文○不得其旨矣○舉此三端○他可
類推○",待标注,"{""行款"":""半页8行，行34字"",""阅读痕迹"":[""圈点""]}",,
511,511.webp,511.png,三期,三期：圈点,"成竹一揮而就矣○陶子師云、作文○先○要○曉○通○篇○位○置○而後○可○徐○求○
用○筆○之○變○化○以○造○古○人○今之爲文者○但知一股之起承轉合○而不
知一篇之起承轉合○入手驟將題目正面說盡○以下意思複沓○頭
緖雜冗○而先民之遺法蕩然矣○眞名言也○  一曰用意○夫爲文而
不知用意○則直率而無曲折之情○平庸而少波瀾之富○故欲合先
離○欲吞先吐○與欲抑先揚○或欲揚先抑○然後文勢瀠洄○令人尋味
不盡○如錢牧齋先生民到於今稱之篇○中間說夷齊恥居周土○却
先以民之履周土襯起○說夷齊恥食周粟○却先以民之食周粟○襯
起○後幅一股說稱之者之哀○却先從夷齊之喜說來一股說稱之

者之喜○却先從夷齊之哀說來○是也○學者知此三要○而更佐之以
精確不磨之理○行之以浩蕩莫遏之氣○其爲文也○豈有不工乎哉○
又作文有三要○曰法○曰○理○曰○筆○不講法則文無紀律○講法而理或
不精○則無切實處○豈能厯久不磨乎○法備理晰○而筆或委靡○則不
能暢其所欲言○以斯知三者缺○一○不○可○也○
作文○筆○情○要○犀○利○語意○最○要○靈○活○
呂某之論文○喜相○似○題○移○借○不○去○陸稼書論文○喜透發○所○以○然○之○
故○汪武曹論文○喜如何○方○是○此○題○文○字○三人所見皆高○學者並採
之可也○","成竹一揮而就矣○陶子師云、作文○先○要○曉○通○篇○位○置○而後○可○徐○求○
用○筆○之○變○化○以○造○古○人○今之爲文者○但知一股之起承轉合○而不
知一篇之起承轉合○入手驟將題目正面說盡○以下意思複沓○頭
緖雜冗○而先民之遺法蕩然矣○眞名言也○  一曰用意○夫爲文而
不知用意○則直率而無曲折之情○平庸而少波瀾之富○故欲合先
離○欲吞先吐○與欲抑先揚○或欲揚先抑○然後文勢瀠洄○令人尋味
不盡○如錢牧齋先生民到於今稱之篇○中間說夷齊恥居周土○却
先以民之履周土襯起○說夷齊恥食周粟○却先以民之食周粟○襯
起○後幅一股說稱之者之哀○却先從夷齊之喜說來一股說稱之

者之喜○却先從夷齊之哀說來○是也○學者知此三要○而更佐之以
精確不磨之理○行之以浩蕩莫遏之氣○其爲文也○豈有不工乎哉○
又作文有三要○曰法○曰○理○曰○筆○不講法則文無紀律○講法而理或
不精○則無切實處○豈能厯久不磨乎○法備理晰○而筆或委靡○則不
能暢其所欲言○以斯知三者缺○一○不○可○也○
作文○筆○情○要○犀○利○語意○最○要○靈○活○
呂某之論文○喜相○似○題○移○借○不○去○陸稼書論文○喜透發○所○以○然○之○
故○汪武曹論文○喜如何○方○是○此○題○文○字○三人所見皆高○學者並採
之可也○",待标注,"{""行款"":""半页8行，行39字"",""阅读痕迹"":[""圈点""]}",,
512,512.webp,512.png,三期,三期：圈点,"論文上編
定海洪天錫吉人氏著
初學行文○先須○解○拆○字○訣○夫一題有天然之層次○非可以人意故
爲倒置○好高者往往以總發爲奇○於拆字之訣○置而不論○遂致通
篇氣脈不貫○呂某云○相題之訣○只是善○拆汪武曹亦云○作文須
將○題○目○拆○得○開○眞名言也○
亦間○有○拆○開○反○失○語○氣○者○如女弗能救與題○與字、是、切、責、之、辭○非
婉、商、之、辭○若將能弗能拆開弄調○便是婉商語氣○非切責語氣矣○
是又當臨時細審也○

拆字訣○於半○截○題○尤○宜○如雖欲勿用題○先說用○次說勿用○又次說
欲勿用○後說雖欲勿用○而能喻諸人者題○先說喻諸人○次說能喻
諸人○後抱上文說而能喻諸人者是也○
爲文之要有三○一曰相題○有當在題前展勢者○有當在題後發論
者○有當在題中實做○與題縫想意者○不但此也○有意不在於言中○
神須遊於句外○或本位枯寂○無可洗刷○當從四面八方翻襯者○種
種不一○總要臨時心細眼巧而巳○一曰布局○蓋相題旣得○而昧
於布局○則淺深失次○而股法不相生○血脈相隔○而篇法不一貫○故
必鋪排安置○孰在前○孰在後○如行兵者之部位○秩然不亂○則胸有","論文上編
定海洪天錫吉人氏著
初學行文○先須○解○拆○字○訣○夫一題有天然之層次○非可以人意故
爲倒置○好高者往往以總發爲奇○於拆字之訣○置而不論○遂致通
篇氣脈不貫○呂某云○相題之訣○只是善○拆汪武曹亦云○作文須
將○題○目○拆○得○開○眞名言也○
亦間○有○拆○開○反○失○語○氣○者○如女弗能救與題○與字、是、切、責、之、辭○非
婉、商、之、辭○若將能弗能拆開弄調○便是婉商語氣○非切責語氣矣○
是又當臨時細審也○

拆字訣○於半○截○題○尤○宜○如雖欲勿用題○先說用○次說勿用○又次說
欲勿用○後說雖欲勿用○而能喻諸人者題○先說喻諸人○次說能喻
諸人○後抱上文說而能喻諸人者是也○
爲文之要有三○一曰相題○有當在題前展勢者○有當在題後發論
者○有當在題中實做○與題縫想意者○不但此也○有意不在於言中○
神須遊於句外○或本位枯寂○無可洗刷○當從四面八方翻襯者○種
種不一○總要臨時心細眼巧而巳○一曰布局○蓋相題旣得○而昧
於布局○則淺深失次○而股法不相生○血脈相隔○而篇法不一貫○故
必鋪排安置○孰在前○孰在後○如行兵者之部位○秩然不亂○則胸有",待标注,"{""行款"":""半页13行，行29字"",""阅读痕迹"":[""圈点""]}",,
513,513.webp,513.png,三期,三期：圈点,"俗子作文○開口定要說許多套話○如小講一起○非從事修途卽以
身入世○並曠觀宇宙○俯仰古今矣○前軰、何、曾、有、此、種試看許鍾斗
先生見義不爲無勇也文○小講云、且天下惟義能養勇○亦惟勇能
載義○勇不自生○義激之而生○故語勇者義爲上○而義不自行○勇翼
之而行○故赴義者勇爲先○奈何有見義而不爲者乎○單刀直入○便
可知己○聖賢口中○從無○自○註○之○理○國朝申檖臧氏之子文○內中有
云○夫君子賤其人則氏之、稱其字則子之、自註、、可、笑○近人有作當
灑掃應對進退則可矣題○中股云、可者未盡滿之詞也試思子、游、
語、氣、○有說、此、一、句○恐人、不、知、而、細、細、自、解、乎○眞不通之甚也○

做截下題○須縮○住○本○位○而下○文○自○可○直○接○方妙○庸手每於股尾吆
喝○醜態眞不可言○今將前輩時人截下題作○美者惡者○聊舉數端○
以備初學知所去取焉○前輩金聲天下之無道也久矣文○中比煞
句云○豈爲不極歟○後比煞句云○已是南巢牧野之師○國朝壬辰金
鋐後世有述焉文○後比煞處云○遂有人焉○以隱怪爲祖○而自遵其
俎豆之傳○皆是、縮、住、本、位○下自、直、接○所謂美者是也○前輩袁茂英
言不順文○中比煞句云○吾不知當何如矣、國朝癸丑季葉而其所
薄者厚文○中比煞句云、是果可信焉否也、後股煞句云、天下果有
是無端之化理歟、戊戌謝元瀛見君子文○後比煞句云、此時之瞻","俗子作文○開口定要說許多套話○如小講一起○非從事修途卽以
身入世○並曠觀宇宙○俯仰古今矣○前軰、何、曾、有、此、種試看許鍾斗
先生見義不爲無勇也文○小講云、且天下惟義能養勇○亦惟勇能
載義○勇不自生○義激之而生○故語勇者義爲上○而義不自行○勇翼
之而行○故赴義者勇爲先○奈何有見義而不爲者乎○單刀直入○便
可知己○聖賢口中○從無○自○註○之○理○國朝申檖臧氏之子文○內中有
云○夫君子賤其人則氏之、稱其字則子之、自註、、可、笑○近人有作當
灑掃應對進退則可矣題○中股云、可者未盡滿之詞也試思子、游、
語、氣、○有說、此、一、句○恐人、不、知、而、細、細、自、解、乎○眞不通之甚也○

做截下題○須縮○住○本○位○而下○文○自○可○直○接○方妙○庸手每於股尾吆
喝○醜態眞不可言○今將前輩時人截下題作○美者惡者○聊舉數端○
以備初學知所去取焉○前輩金聲天下之無道也久矣文○中比煞
句云○豈爲不極歟○後比煞句云○已是南巢牧野之師○國朝壬辰金
鋐後世有述焉文○後比煞處云○遂有人焉○以隱怪爲祖○而自遵其
俎豆之傳○皆是、縮、住、本、位○下自、直、接○所謂美者是也○前輩袁茂英
言不順文○中比煞句云○吾不知當何如矣、國朝癸丑季葉而其所
薄者厚文○中比煞句云、是果可信焉否也、後股煞句云、天下果有
是無端之化理歟、戊戌謝元瀛見君子文○後比煞句云、此時之瞻",待标注,"{""行款"":""半页9行，行29字"",""阅读痕迹"":[""圈点""]}",,
514,514.webp,514.png,三期,三期：圈点,"還要爲誰○
五十一西廂記○止爲要寫此一個人○便不得不又寫一個
人○一個人者○紅娘是也若使不寫紅娘○卻如何寫雙文○然
則西廂記寫紅娘○當知正是出力寫雙文○
五十二●西廂記所以寫此一個人者○爲有一個人○要寫此
一個人也有一個人者張生是也○若使張生不要爲雙文
又何故寫雙文然則西廂記○又有時寫張生者○當知正是
寫其所以要爲雙文之故也○
五十三●誠悟西廂記○寫紅娘○止爲鳯雙文寫張生亦止爲
寫雙文○便應悟西廂記决無股寫他夫人法本杜將軍等
人","還要爲誰○
五十一西廂記○止爲要寫此一個人○便不得不又寫一個
人○一個人者○紅娘是也若使不寫紅娘○卻如何寫雙文○然
則西廂記寫紅娘○當知正是出力寫雙文○
五十二●西廂記所以寫此一個人者○爲有一個人○要寫此
一個人也有一個人者張生是也○若使張生不要爲雙文
又何故寫雙文然則西廂記○又有時寫張生者○當知正是
寫其所以要爲雙文之故也○
五十三●誠悟西廂記○寫紅娘○止爲鳯雙文寫張生亦止爲
寫雙文○便應悟西廂記决無股寫他夫人法本杜將軍等
人",待标注,"{""行款"":""半页8行，行25字"",""阅读痕迹"":[""圈点""]}",,
515,515.webp,515.png,三期,三期：圈点,"中凜澟然侃侃然曾不可得面少假借者寫红娘直寫到
此田地時須悟全不是寫紅娘○須悟全是寫雙文○錦繡才
子○必知其故○
五十七●西廂記亦是偶爾寫他佳人才子○我曾細相其眼
法○手法○筆法○墨法○固不單會寫佳人才子也○任慿换卻題
敎他寫○他俱會寫○
五十八●若敎他寫諸葛公○百帝受托五丈出師○他便寫出
普天下○萬萬世○無數孤忠老臣○滿肚皮眼淚來○我何以知
之○我讀西廂記知之
五十九●若敎他寫王昭君慷慨請行琵琶出塞他便寫出
普天下萬萬世無數高才被屈人滿肚皮眼淚來○我讀西","中凜澟然侃侃然曾不可得面少假借者寫红娘直寫到
此田地時須悟全不是寫紅娘○須悟全是寫雙文○錦繡才
子○必知其故○
五十七●西廂記亦是偶爾寫他佳人才子○我曾細相其眼
法○手法○筆法○墨法○固不單會寫佳人才子也○任慿换卻題
敎他寫○他俱會寫○
五十八●若敎他寫諸葛公○百帝受托五丈出師○他便寫出
普天下○萬萬世○無數孤忠老臣○滿肚皮眼淚來○我何以知
之○我讀西廂記知之
五十九●若敎他寫王昭君慷慨請行琵琶出塞他便寫出
普天下萬萬世無數高才被屈人滿肚皮眼淚來○我讀西",待标注,"{""行款"":""半页8行，行24字"",""阅读痕迹"":[""圈点""]}",,
516,516.webp,516.png,三期,三期：圈点,"知文在题之後○便索性將题拽過了○卻重與之搖之曳之○
若不解此法○而誤向正位多寫作一行或兩行○便如晝死
人坐像○無非印板衣摺○縱復費盡續染○我見之早向新宅
中興鍾太傳矣
二十七●橫直波點聚謂之字○字相連謂之句○句相雜謂之
章○兒子五六歲了○必須敎其識字○識得字了○必須致其理
字爲句○連得五六七字爲句了○必須教其布句爲章○布句
爲意者○先教其布五六七旬爲一章○次敎其布十來多句
爲一章市得十來多仞爲一章時○又反敎其只布四句爲
一章三句爲一章○二句乃至一付爲一章○直到解得布一
句爲一意時○然後與他西厢記讀○","知文在题之後○便索性將题拽過了○卻重與之搖之曳之○
若不解此法○而誤向正位多寫作一行或兩行○便如晝死
人坐像○無非印板衣摺○縱復費盡續染○我見之早向新宅
中興鍾太傳矣
二十七●橫直波點聚謂之字○字相連謂之句○句相雜謂之
章○兒子五六歲了○必須敎其識字○識得字了○必須致其理
字爲句○連得五六七字爲句了○必須教其布句爲章○布句
爲意者○先教其布五六七旬爲一章○次敎其布十來多句
爲一章市得十來多仞爲一章時○又反敎其只布四句爲
一章三句爲一章○二句乃至一付爲一章○直到解得布一
句爲一意時○然後與他西厢記讀○",待标注,"{""行款"":""半页10行，行25字"",""阅读痕迹"":[""圈点""]}",,
517,517.webp,517.png,三期,三期：圈点,"經史百家雜鈔序例
姚姬傳氏之纂古文辭○分為十三類○余稍更易為十一類○曰論箸○曰詞賦○曰序跋○曰詔令
曰奏議○曰書牘○曰哀祭○曰傳誌○曰雜記○九者、余與姚氏同焉者也○曰贈序○姚氏所有而余
無焉者也○曰敍記○曰典志○余所有而姚氏無焉者也○曰頌贊○曰箴銘○姚氏所有余以附入
詞賦之下編○曰碑誌○姚氏所有○余以附入傳誌之下編○論次微有異同○大體不甚相逺○後
之君子○以參觀焉○
村塾古文○有選左傳者○識者或譏之○近世一二知文之士○纂錄古文○不復上及六經○以云
尊經○也然溯古文所以立名之始○乃由屏棄六朝駢儷之文○而返之於三代兩漢○今舍經
而降以相求○是猶言孝者○敬其父祖○而忘其髙曾○言忠者曰○我家臣耳○焉敢知國○將可乎
哉○余抄纂此編○每類必以六經冠其端○涓涓之水○以海為歸○無所於讓○也姚姬傳氏撰次
古文○不載史傳○其説以為史多不可勝錄○也然吾觀其奏議類中○錄漢書至三十八首○詔
令類中○錄漢書三十四首○果能屏諸史而不錄乎○余今所論次○釆輯史傳稍多○命之曰經
史百家雜抄云○湘鄉曾國藩識○
箸述門
【類三】
論箸類箸作之無韻者○經如洪範、大學、中庸、樂記、孟子、皆是○諸子曰篇、曰訓、曰覽、古文","經史百家雜鈔序例
姚姬傳氏之纂古文辭○分為十三類○余稍更易為十一類○曰論箸○曰詞賦○曰序跋○曰詔令
曰奏議○曰書牘○曰哀祭○曰傳誌○曰雜記○九者、余與姚氏同焉者也○曰贈序○姚氏所有而余
無焉者也○曰敍記○曰典志○余所有而姚氏無焉者也○曰頌贊○曰箴銘○姚氏所有余以附入
詞賦之下編○曰碑誌○姚氏所有○余以附入傳誌之下編○論次微有異同○大體不甚相逺○後
之君子○以參觀焉○
村塾古文○有選左傳者○識者或譏之○近世一二知文之士○纂錄古文○不復上及六經○以云
尊經○也然溯古文所以立名之始○乃由屏棄六朝駢儷之文○而返之於三代兩漢○今舍經
而降以相求○是猶言孝者○敬其父祖○而忘其髙曾○言忠者曰○我家臣耳○焉敢知國○將可乎
哉○余抄纂此編○每類必以六經冠其端○涓涓之水○以海為歸○無所於讓○也姚姬傳氏撰次
古文○不載史傳○其説以為史多不可勝錄○也然吾觀其奏議類中○錄漢書至三十八首○詔
令類中○錄漢書三十四首○果能屏諸史而不錄乎○余今所論次○釆輯史傳稍多○命之曰經
史百家雜抄云○湘鄉曾國藩識○
箸述門
【類三】
論箸類箸作之無韻者○經如洪範、大學、中庸、樂記、孟子、皆是○諸子曰篇、曰訓、曰覽、古文",待标注,"{""行款"":""半页11行，行40字"",""阅读痕迹"":[""圈点""]}",,
518,518.webp,518.png,三期,三期：圈点,"家曰論、曰辨、曰議、曰説、曰解、曰原、皆是○
詞賦類箸作之有韻者○經如詩之賦頌、書之五子作歌、皆是○後世曰賦、曰辭、曰騷、曰七、
曰設論、曰符命、曰頌、曰贊、曰箴、曰銘、曰歌、皆是○
序跋類他人之箸作○序述其意者○經如易之繫辭、禮記之冠義、昏義、皆是○後世曰序、曰
跋、曰引、曰題、曰讀、曰傳、曰注、曰箋、曰疏、曰説、曰解、皆是○
告語門
【類
四】
詔令類上告下者○經如甘誓、湯誓、牧誓○等大誥、康誥、酒誥等、皆是○後世曰誥、曰詔、曰諭、
曰令、曰教、曰敕、曰璽書、曰檄、曰策命、皆是○
奏議類下告上者○經如皋陶謨、無逸、召誥、及左傳季文子魏絳等諫君之辭、皆是○後世
曰書、曰疏、曰議、曰奏、曰表、曰劄子、曰封事、曰彈章、曰牋、曰對策、皆是○
書牘類同輩相告者○經如君奭、及左傳鄭子家叔向吕相之辭、皆是○後世曰書、曰啟、曰
移、白牘、曰簡、曰刀筆、曰帖、皆是○
哀祭類人告於鬼神者經如詩之黄烏、二子乘舟、書之武成、金滕祝辭、左傳荀偃趙簡
告辭、皆是○後世曰祭文、曰弔文、曰哀辭、曰誄、曰告祭、曰祝文、曰願文、曰招魂、皆是○
記載門
【類
四】","家曰論、曰辨、曰議、曰説、曰解、曰原、皆是○
詞賦類箸作之有韻者○經如詩之賦頌、書之五子作歌、皆是○後世曰賦、曰辭、曰騷、曰七、
曰設論、曰符命、曰頌、曰贊、曰箴、曰銘、曰歌、皆是○
序跋類他人之箸作○序述其意者○經如易之繫辭、禮記之冠義、昏義、皆是○後世曰序、曰
跋、曰引、曰題、曰讀、曰傳、曰注、曰箋、曰疏、曰説、曰解、皆是○
告語門
【類
四】
詔令類上告下者○經如甘誓、湯誓、牧誓○等大誥、康誥、酒誥等、皆是○後世曰誥、曰詔、曰諭、
曰令、曰教、曰敕、曰璽書、曰檄、曰策命、皆是○
奏議類下告上者○經如皋陶謨、無逸、召誥、及左傳季文子魏絳等諫君之辭、皆是○後世
曰書、曰疏、曰議、曰奏、曰表、曰劄子、曰封事、曰彈章、曰牋、曰對策、皆是○
書牘類同輩相告者○經如君奭、及左傳鄭子家叔向吕相之辭、皆是○後世曰書、曰啟、曰
移、白牘、曰簡、曰刀筆、曰帖、皆是○
哀祭類人告於鬼神者經如詩之黄烏、二子乘舟、書之武成、金滕祝辭、左傳荀偃趙簡
告辭、皆是○後世曰祭文、曰弔文、曰哀辭、曰誄、曰告祭、曰祝文、曰願文、曰招魂、皆是○
記載門
【類
四】",待标注,"{""行款"":""半页10行，行39字"",""阅读痕迹"":[""圈点""]}",,
